Value
0.25
0.5
0
0.8
0.35
0.266666667
0.416666667
0
0.2
5.55E-17
0
-0.6
-0.1
-0.5625
0
0.083333333
0
0.4
0.1
0.281666667
0
0
-0.035454545
-0.003095238
0.1
-0.266666667
0.024943311
0.301190476
0
-0.25
0.3
-0.0625
0
0.38
0.1
0.144949495
0.4875
0
0
-0.291666667
0
0
0
0.05
0.5
-0.4
-0.52
0
0.7
-0.5
-0.055555556
0.35125
-0.047222222
-0.231851852
0.575
0
0.125
0.052083333
0
-0.125
0
0
0.05
0
0
0.11875
1
0.291666667
0.285714286
0.172222222
0.135416667
0.14
0.5
0.533333333
0.625
0.008333333
0.55
0
0.33
0.666666667
-0.25
-0.6
0
0
0
0.373611111
0
0.25
-0.012784091
0
0
0.35
0.175
0.391666667
0.275
0
0.7
0
-0.041666667
0.414814815
0.286111111
0.075
0.1125
0.13
-0.4
0.4
0.415
0.3625
-0.25
-0.1
0.226190476
0.25
0.177083333
0.25
0
0
0
0.05
1
0.536666667
0.10625
0.65
0
0
0.1
0.175
0
0
0
-0.5
0.127272727
0
0.533333333
0
0
0
-0.144230769
0.25
0
0.366666667
0
0
0.167676768
0.2
0
0.066666667
0.3
0
0
0
0.183333333
0
0.1
0.605
0.35
0.5
0.377777778
0.425
0.57
0.4
0.5
-0.083333333
0.250833333
0.2
-0.35
-0.483333333
0
0.245
0.357142857
-0.5
0.25
0.2
0
0.00452381
0.298611111
0
-0.9
0.6875
-0.304761905
0
0
-1
-0.15
-0.5625
-0.366666667
-0.5
-0.5
0.1
-0.407142857
0.05
-0.39375
0.4
0.2
-0.857142857
-0.383333333
-0.066666667
0.2
-1
-0.021212121
0.5
-0.127777778
-0.366666667
0.7
-0.291666667
0
0.6
-0.181818182
0.352840909
0.311111111
0.21875
0.14
0.425
-0.027777778
-0.02
-0.125
0
0
0
0.342
0.5
-0.05
-0.05
0
-0.2
-0.2
-0.2
3.17E-17
0
-0.2
0
0
0.455
-0.666666667
-1
-0.038095238
0
0.342857143
0.383333333
1
0.302083333
0.333333333
0.25
0.35
0.35
0.5
0.444285714
0.283333333
0
0
0.5
0
0.05
0.25
0.05
0.425
0.75
-0.066666667
-0.4
0
0.1
0
-0.257936508
0.5
0
0.35
0.096428571
0
0
0
0.1
0.2
0
0
-0.2
-0.5
-0.5
-0.5
-0.5
0.25
-0.35
0.166666667
0
0.099305556
-0.1
-0.105
0.425
-0.083333333
0.7
0
0
0
0.119480519
0.033333333
0.039814815
0.44
0
-0.133333333
0.5
0
0
0.243333333
0.3
-0.125
0.1
0
-0.16875
0
-0.39
0
0
0.7
0
0.49
0
0
0.23
0.016666667
0.41547619
1
0
0.5
0
0.062962963
0.136363636
0.392857143
0.041666667
0.5
0.35
0.285714286
0
0.25625
0.533333333
0.333333333
0
0.281481481
-0.126643991
-0.075
0.15
0.26
-0.151666667
0.027777778
0.7
0
0.25
0
0
-0.05
0
-0.8
-0.183333333
0
0
0.35
-0.35
0.033333333
0.125
0
0
0
0
0.5
0.8
-0.15
0
0
0.170238095
0.322222222
0.397916667
1
0.6
0.3
1
0.416666667
0
0.1
0.91
0.35
-0.466666667
-0.183333333
0.705
0
0.7
0.311111111
0.43
0.366666667
-0.266666667
-0.25
-0.3
-0.05
0
-0.233333333
-0.333333333
-0.4
0
0.38
0.1
-0.05
-0.1
0
0
-0.166666667
0
0
0
0
0
-0.155555556
-0.2
0
0.014814815
-0.027777778
0
0
0
-0.05
0
0
0
0.1
0
0
0
0
-0.260912698
-0.7
0
0.5
-0.077777778
0.325
0
-0.05
-0.4625
-0.4
0
-0.4
0
0.216031746
0.275
0.069444444
0.395
0
-0.025
0
0.55
0
0.3
0.4375
0.33
0
0.054040404
0.172222222
0.1
0
0
0.258333333
0.002777778
0
-0.379166667
0
-0.066666667
-0.4
0.5
0
0
0
0
-0.083333333
-0.2625
0.2
0
-0.15
0.016666667
0
0
-0.185185185
0.2
0.033333333
0.1
0.317857143
0
0.285714286
-0.077777778
0.058333333
0.2
0.2
0
0
0.4
0.4
0
0
0.5
0
0.169444444
0.1
0.55
-0.1
0
0
0.136363636
0
0.333333333
0
0
0.6
0
0
0
0.833333333
0
0
-0.1
-0.2
0.2
0
0.5
0.5
0
-0.4
0.333333333
0
0.805
-0.3125
0
-0.130555556
0
0.25
0.2
0.75
0.175
0
0
0.35
-0.8
-0.2
0.002619048
0.3625
0.242727273
-0.1
0
0
-0.025
0
0.23
0.5
0.2
0.25
0
0.8
0
0
0.35
0
0
0.489583333
0.375
0
0.09375
0.25
3.70E-17
-0.15
0.4
0.25
-0.125
0
0
0
0.5
0
0
0.423928571
0
0.2
0
-0.05
0
0.5
0.15
0.5
0.35
0.2
0
0.4125
0.423809524
-0.291666667
0.121843434
0.285714286
0
-0.0375
0.085
0.6
